Date,SP-500
30-Dec-22,3839.5
29-Dec-22,3849.28
28-Dec-22,3783.22
27-Dec-22,3829.25
23-Dec-22,3844.82
22-Dec-22,3822.39
21-Dec-22,3878.44
20-Dec-22,3821.62
19-Dec-22,3817.66
16-Dec-22,3852.36
15-Dec-22,3895.75
14-Dec-22,3995.32
13-Dec-22,4019.65
12-Dec-22,3990.56
9-Dec-22,3934.38
8-Dec-22,3963.51
7-Dec-22,3933.92
6-Dec-22,3941.26
5-Dec-22,3998.84
2-Dec-22,4071.7
1-Dec-22,4076.57
30-Nov-22,4080.11
29-Nov-22,3957.63
28-Nov-22,3963.94
25-Nov-22,4026.12
23-Nov-22,4027.26
22-Nov-22,4003.58
21-Nov-22,3949.94
18-Nov-22,3965.34
17-Nov-22,3946.56
16-Nov-22,3958.79
15-Nov-22,3991.73
14-Nov-22,3957.25
11-Nov-22,3992.93
10-Nov-22,3956.37
9-Nov-22,3748.57
8-Nov-22,3828.11
7-Nov-22,3806.8
4-Nov-22,3770.55
3-Nov-22,3719.89
2-Nov-22,3759.69
1-Nov-22,3856.1
31-Oct-22,3871.98
28-Oct-22,3901.06
27-Oct-22,3807.3
26-Oct-22,3830.6
25-Oct-22,3859.11
24-Oct-22,3797.34
21-Oct-22,3752.75
20-Oct-22,3665.78
19-Oct-22,3695.16
18-Oct-22,3719.98
17-Oct-22,3677.95
14-Oct-22,3583.07
13-Oct-22,3669.91
12-Oct-22,3577.03
11-Oct-22,3588.84
10-Oct-22,3612.39
7-Oct-22,3639.66
6-Oct-22,3744.52
5-Oct-22,3783.28
4-Oct-22,3790.93
3-Oct-22,3678.43
30-Sep-22,3585.62
29-Sep-22,3640.47
28-Sep-22,3719.04
27-Sep-22,3647.29
26-Sep-22,3655.04
23-Sep-22,3693.23
22-Sep-22,3757.99
21-Sep-22,3789.93
20-Sep-22,3855.93
19-Sep-22,3899.89
16-Sep-22,3873.33
15-Sep-22,3901.35
14-Sep-22,3946.01
13-Sep-22,3932.69
12-Sep-22,4110.41
9-Sep-22,4067.36
8-Sep-22,4006.18
7-Sep-22,3979.87
6-Sep-22,3908.19
2-Sep-22,3924.26
1-Sep-22,3966.85
31-Aug-22,3955
30-Aug-22,3986.16
29-Aug-22,4030.61
26-Aug-22,4057.66
25-Aug-22,4199.12
24-Aug-22,4140.77
23-Aug-22,4128.73
22-Aug-22,4137.99
19-Aug-22,4228.48
18-Aug-22,4283.74
17-Aug-22,4274.04
16-Aug-22,4305.2
15-Aug-22,4297.14
12-Aug-22,4280.15
11-Aug-22,4207.27
10-Aug-22,4210.24
9-Aug-22,4122.47
8-Aug-22,4140.06
5-Aug-22,4145.19
4-Aug-22,4151.94
3-Aug-22,4155.17
2-Aug-22,4091.19
1-Aug-22,4118.63
29-Jul-22,4130.29
28-Jul-22,4072.43
27-Jul-22,4023.61
26-Jul-22,3921.05
25-Jul-22,3966.84
22-Jul-22,3961.63
21-Jul-22,3998.95
20-Jul-22,3959.9
19-Jul-22,3936.69
18-Jul-22,3830.85
15-Jul-22,3863.16
14-Jul-22,3790.38
13-Jul-22,3801.78
12-Jul-22,3818.8
11-Jul-22,3854.43
8-Jul-22,3899.38
7-Jul-22,3902.62
6-Jul-22,3845.08
5-Jul-22,3831.39
1-Jul-22,3825.33
30-Jun-22,3785.38
29-Jun-22,3818.83
28-Jun-22,3821.55
27-Jun-22,3900.11
24-Jun-22,3911.74
23-Jun-22,3795.73
22-Jun-22,3759.89
21-Jun-22,3764.79
17-Jun-22,3674.84
16-Jun-22,3666.77
15-Jun-22,3789.99
14-Jun-22,3735.48
13-Jun-22,3749.63
10-Jun-22,3900.86
9-Jun-22,4017.82
8-Jun-22,4115.77
7-Jun-22,4160.68
6-Jun-22,4121.43
3-Jun-22,4108.54
2-Jun-22,4176.82
1-Jun-22,4101.23
31-May-22,4132.15
27-May-22,4158.24
26-May-22,4057.84
25-May-22,3978.73
24-May-22,3941.48
23-May-22,3973.75
20-May-22,3901.36
19-May-22,3900.79
18-May-22,3923.68
17-May-22,4088.85
16-May-22,4008.01
13-May-22,4023.89
12-May-22,3930.08
11-May-22,3935.18
10-May-22,4001.05
9-May-22,3991.24
6-May-22,4123.34
5-May-22,4146.87
4-May-22,4300.17
3-May-22,4175.48
2-May-22,4155.38
29-Apr-22,4131.93
28-Apr-22,4287.5
27-Apr-22,4183.96
26-Apr-22,4175.2
25-Apr-22,4296.12
22-Apr-22,4271.78
21-Apr-22,4393.66
20-Apr-22,4459.45
19-Apr-22,4462.21
18-Apr-22,4391.69
14-Apr-22,4392.59
13-Apr-22,4446.59
12-Apr-22,4397.45
11-Apr-22,4412.53
8-Apr-22,4488.28
7-Apr-22,4500.21
6-Apr-22,4481.15
5-Apr-22,4525.12
4-Apr-22,4582.64
1-Apr-22,4545.86
31-Mar-22,4530.41
30-Mar-22,4602.45
29-Mar-22,4631.6
28-Mar-22,4575.52
25-Mar-22,4543.06
24-Mar-22,4520.16
23-Mar-22,4456.24
22-Mar-22,4511.61
21-Mar-22,4461.18
18-Mar-22,4463.12
17-Mar-22,4411.67
16-Mar-22,4357.86
15-Mar-22,4262.45
14-Mar-22,4173.11
11-Mar-22,4204.31
10-Mar-22,4259.52
9-Mar-22,4277.88
8-Mar-22,4170.7
7-Mar-22,4201.09
4-Mar-22,4328.87
3-Mar-22,4363.49
2-Mar-22,4386.54
1-Mar-22,4306.26
28-Feb-22,4373.94
25-Feb-22,4384.65
24-Feb-22,4288.7
23-Feb-22,4225.5
22-Feb-22,4304.76
18-Feb-22,4348.87
17-Feb-22,4380.26
16-Feb-22,4475.01
15-Feb-22,4471.07
14-Feb-22,4401.67
11-Feb-22,4418.64
10-Feb-22,4504.08
9-Feb-22,4587.18
8-Feb-22,4521.54
7-Feb-22,4483.87
4-Feb-22,4500.53
3-Feb-22,4477.44
2-Feb-22,4589.38
1-Feb-22,4546.54
31-Jan-22,4515.55
28-Jan-22,4431.85
27-Jan-22,4326.51
26-Jan-22,4349.93
25-Jan-22,4356.45
24-Jan-22,4410.13
21-Jan-22,4397.94
20-Jan-22,4482.73
19-Jan-22,4532.76
18-Jan-22,4577.11
14-Jan-22,4662.85
13-Jan-22,4659.03
12-Jan-22,4726.35
11-Jan-22,4713.07
10-Jan-22,4670.29
7-Jan-22,4677.03
6-Jan-22,4696.05
5-Jan-22,4700.58
4-Jan-22,4793.54
3-Jan-22,4796.56
31-Dec-21,4766.18
30-Dec-21,4778.73
29-Dec-21,4793.06
28-Dec-21,4786.35
27-Dec-21,4791.19
23-Dec-21,4725.79
22-Dec-21,4696.56
21-Dec-21,4649.23
20-Dec-21,4568.02
17-Dec-21,4620.64
16-Dec-21,4668.67
15-Dec-21,4709.85
14-Dec-21,4634.09
13-Dec-21,4668.97
10-Dec-21,4712.02
9-Dec-21,4667.45
8-Dec-21,4701.21
7-Dec-21,4686.75
6-Dec-21,4591.67
3-Dec-21,4538.43
2-Dec-21,4577.1
1-Dec-21,4513.04
30-Nov-21,4567
29-Nov-21,4655.27
26-Nov-21,4594.62
24-Nov-21,4701.46
23-Nov-21,4690.7
22-Nov-21,4682.94
19-Nov-21,4697.96
18-Nov-21,4704.54
17-Nov-21,4688.67
16-Nov-21,4700.9
15-Nov-21,4682.8
12-Nov-21,4682.85
11-Nov-21,4649.27
10-Nov-21,4646.71
9-Nov-21,4685.25
8-Nov-21,4701.7
5-Nov-21,4697.53
4-Nov-21,4680.06
3-Nov-21,4660.57
2-Nov-21,4630.65
1-Nov-21,4613.67
29-Oct-21,4605.38
28-Oct-21,4596.42
27-Oct-21,4551.68
26-Oct-21,4574.79
25-Oct-21,4566.48
22-Oct-21,4544.9
21-Oct-21,4549.78
20-Oct-21,4536.19
19-Oct-21,4519.63
18-Oct-21,4486.46
15-Oct-21,4471.37
14-Oct-21,4438.26
13-Oct-21,4363.8
12-Oct-21,4350.65
11-Oct-21,4361.19
8-Oct-21,4391.34
7-Oct-21,4399.76
6-Oct-21,4363.55
5-Oct-21,4345.72
4-Oct-21,4300.46
1-Oct-21,4357.04
30-Sep-21,4307.54
29-Sep-21,4359.46
28-Sep-21,4352.63
27-Sep-21,4443.11
24-Sep-21,4455.48
23-Sep-21,4448.98
22-Sep-21,4395.64
21-Sep-21,4354.19
20-Sep-21,4357.73
17-Sep-21,4432.99
16-Sep-21,4473.75
15-Sep-21,4480.7
14-Sep-21,4443.05
13-Sep-21,4468.73
10-Sep-21,4458.58
9-Sep-21,4493.28
8-Sep-21,4514.07
7-Sep-21,4520.03
3-Sep-21,4535.43
2-Sep-21,4536.95
1-Sep-21,4524.09
31-Aug-21,4522.68
30-Aug-21,4528.79
27-Aug-21,4509.37
26-Aug-21,4470
25-Aug-21,4496.19
24-Aug-21,4486.23
23-Aug-21,4479.53
20-Aug-21,4441.67
19-Aug-21,4405.8
18-Aug-21,4400.27
17-Aug-21,4448.08
16-Aug-21,4479.71
13-Aug-21,4468
12-Aug-21,4460.83
11-Aug-21,4442.41
10-Aug-21,4436.75
9-Aug-21,4432.35
6-Aug-21,4436.52
5-Aug-21,4429.1
4-Aug-21,4402.66
3-Aug-21,4423.15
2-Aug-21,4387.16
30-Jul-21,4395.26
29-Jul-21,4419.15
28-Jul-21,4400.64
27-Jul-21,4401.46
26-Jul-21,4422.3
23-Jul-21,4411.79
22-Jul-21,4367.48
21-Jul-21,4358.69
20-Jul-21,4323.06
19-Jul-21,4258.49
16-Jul-21,4327.16
15-Jul-21,4360.03
14-Jul-21,4374.3
13-Jul-21,4369.21
12-Jul-21,4384.63
9-Jul-21,4369.55
8-Jul-21,4320.82
7-Jul-21,4358.13
6-Jul-21,4343.54
2-Jul-21,4352.34
1-Jul-21,4319.94
30-Jun-21,4297.5
29-Jun-21,4291.8
28-Jun-21,4290.61
25-Jun-21,4280.7
24-Jun-21,4266.49
23-Jun-21,4241.84
22-Jun-21,4246.44
21-Jun-21,4224.79
18-Jun-21,4166.45
17-Jun-21,4221.86
16-Jun-21,4223.7
15-Jun-21,4246.59
14-Jun-21,4255.15
11-Jun-21,4247.44
10-Jun-21,4239.18
9-Jun-21,4219.55
8-Jun-21,4227.26
7-Jun-21,4226.52
4-Jun-21,4229.89
3-Jun-21,4192.85
2-Jun-21,4208.12
1-Jun-21,4202.04
28-May-21,4204.11
27-May-21,4200.88
26-May-21,4195.99
25-May-21,4188.13
24-May-21,4197.05
21-May-21,4155.86
20-May-21,4159.12
19-May-21,4115.68
18-May-21,4127.83
17-May-21,4163.29
14-May-21,4173.85
13-May-21,4112.5
12-May-21,4063.04
11-May-21,4152.1
10-May-21,4188.43
7-May-21,4232.6
6-May-21,4201.62
5-May-21,4167.59
4-May-21,4164.66
3-May-21,4192.66
30-Apr-21,4181.17
29-Apr-21,4211.47
28-Apr-21,4183.18
27-Apr-21,4186.72
26-Apr-21,4187.62
23-Apr-21,4180.17
22-Apr-21,4134.98
21-Apr-21,4173.42
20-Apr-21,4134.94
19-Apr-21,4163.26
16-Apr-21,4185.47
15-Apr-21,4170.42
14-Apr-21,4124.66
13-Apr-21,4141.59
12-Apr-21,4127.99
9-Apr-21,4128.8
8-Apr-21,4097.17
7-Apr-21,4079.95
6-Apr-21,4073.94
5-Apr-21,4077.91
1-Apr-21,4019.87
31-Mar-21,3972.89
30-Mar-21,3958.55
29-Mar-21,3971.09
26-Mar-21,3974.54
25-Mar-21,3909.52
24-Mar-21,3889.14
23-Mar-21,3910.52
22-Mar-21,3940.59
19-Mar-21,3913.1
18-Mar-21,3915.46
17-Mar-21,3974.12
16-Mar-21,3962.71
15-Mar-21,3968.94
12-Mar-21,3943.34
11-Mar-21,3939.34
10-Mar-21,3898.81
9-Mar-21,3875.44
8-Mar-21,3821.35
5-Mar-21,3841.94
4-Mar-21,3768.47
3-Mar-21,3819.72
2-Mar-21,3870.29
1-Mar-21,3901.82
26-Feb-21,3811.15
25-Feb-21,3829.34
24-Feb-21,3925.43
23-Feb-21,3881.37
22-Feb-21,3876.5
19-Feb-21,3906.71
18-Feb-21,3913.97
17-Feb-21,3931.33
16-Feb-21,3932.59
12-Feb-21,3934.83
11-Feb-21,3916.38
10-Feb-21,3909.88
9-Feb-21,3911.23
8-Feb-21,3915.59
5-Feb-21,3886.83
4-Feb-21,3871.74
3-Feb-21,3830.17
2-Feb-21,3826.31
1-Feb-21,3773.86
29-Jan-21,3714.24
28-Jan-21,3787.38
27-Jan-21,3750.77
26-Jan-21,3849.62
25-Jan-21,3855.36
22-Jan-21,3841.47
21-Jan-21,3853.07
20-Jan-21,3851.85
19-Jan-21,3798.91
15-Jan-21,3768.25
14-Jan-21,3795.54
13-Jan-21,3809.84
12-Jan-21,3801.19
11-Jan-21,3799.61
8-Jan-21,3824.68
7-Jan-21,3803.79
6-Jan-21,3748.14
5-Jan-21,3726.86
4-Jan-21,3700.65
31-Dec-20,3756.07
30-Dec-20,3732.04
29-Dec-20,3727.04
28-Dec-20,3735.36
24-Dec-20,3703.06
23-Dec-20,3690.01
22-Dec-20,3687.26
21-Dec-20,3694.92
18-Dec-20,3709.41
17-Dec-20,3722.48
16-Dec-20,3701.17
15-Dec-20,3694.62
14-Dec-20,3647.49
11-Dec-20,3663.46
10-Dec-20,3668.1
9-Dec-20,3672.82
8-Dec-20,3702.25
7-Dec-20,3691.96
4-Dec-20,3699.12
3-Dec-20,3666.72
2-Dec-20,3669.01
1-Dec-20,3662.45
30-Nov-20,3621.63
27-Nov-20,3638.35
25-Nov-20,3629.65
24-Nov-20,3635.41
23-Nov-20,3577.59
20-Nov-20,3557.54
19-Nov-20,3581.87
18-Nov-20,3567.79
17-Nov-20,3609.53
16-Nov-20,3626.91
13-Nov-20,3585.15
12-Nov-20,3537.01
11-Nov-20,3572.66
10-Nov-20,3545.53
9-Nov-20,3550.5
6-Nov-20,3509.44
5-Nov-20,3510.45
4-Nov-20,3443.44
3-Nov-20,3369.16
2-Nov-20,3310.24
30-Oct-20,3269.96
29-Oct-20,3310.11
28-Oct-20,3271.03
27-Oct-20,3390.68
26-Oct-20,3400.97
23-Oct-20,3465.39
22-Oct-20,3453.49
21-Oct-20,3435.56
20-Oct-20,3443.12
19-Oct-20,3426.92
16-Oct-20,3483.81
15-Oct-20,3483.34
14-Oct-20,3488.67
13-Oct-20,3511.93
12-Oct-20,3534.22
9-Oct-20,3477.14
8-Oct-20,3446.83
7-Oct-20,3419.44
6-Oct-20,3360.97
5-Oct-20,3408.6
2-Oct-20,3348.42
1-Oct-20,3380.8
30-Sep-20,3363
29-Sep-20,3335.47
28-Sep-20,3351.6
25-Sep-20,3298.46
24-Sep-20,3246.59
23-Sep-20,3236.92
22-Sep-20,3315.57
21-Sep-20,3281.06
18-Sep-20,3319.47
17-Sep-20,3357.01
16-Sep-20,3385.49
15-Sep-20,3401.2
14-Sep-20,3383.54
11-Sep-20,3340.97
10-Sep-20,3339.19
9-Sep-20,3398.96
8-Sep-20,3331.84
4-Sep-20,3426.96
3-Sep-20,3455.06
2-Sep-20,3580.84
1-Sep-20,3526.65
31-Aug-20,3500.31
28-Aug-20,3508.01
27-Aug-20,3484.55
26-Aug-20,3478.73
25-Aug-20,3443.62
24-Aug-20,3431.28
21-Aug-20,3397.16
20-Aug-20,3385.51
19-Aug-20,3374.85
18-Aug-20,3389.78
17-Aug-20,3381.99
14-Aug-20,3372.85
13-Aug-20,3373.43
12-Aug-20,3380.35
11-Aug-20,3333.69
10-Aug-20,3360.47
7-Aug-20,3351.28
6-Aug-20,3349.16
5-Aug-20,3327.77
4-Aug-20,3306.51
3-Aug-20,3294.61
31-Jul-20,3271.12
30-Jul-20,3246.22
29-Jul-20,3258.44
28-Jul-20,3218.44
27-Jul-20,3239.41
24-Jul-20,3215.63
23-Jul-20,3235.66
22-Jul-20,3276.02
21-Jul-20,3257.3
20-Jul-20,3251.84
17-Jul-20,3224.73
16-Jul-20,3215.57
15-Jul-20,3226.56
14-Jul-20,3197.52
13-Jul-20,3155.22
10-Jul-20,3185.04
9-Jul-20,3152.05
8-Jul-20,3169.94
7-Jul-20,3145.32
6-Jul-20,3179.72
2-Jul-20,3130.01
1-Jul-20,3115.86
30-Jun-20,3100.29
29-Jun-20,3053.24
26-Jun-20,3009.05
25-Jun-20,3083.76
24-Jun-20,3050.33
23-Jun-20,3131.29
22-Jun-20,3117.86
19-Jun-20,3097.74
18-Jun-20,3115.34
17-Jun-20,3113.49
16-Jun-20,3124.74
15-Jun-20,3066.59
12-Jun-20,3041.31
11-Jun-20,3002.1
10-Jun-20,3190.14
9-Jun-20,3207.18
8-Jun-20,3232.39
5-Jun-20,3193.93
4-Jun-20,3112.35
3-Jun-20,3122.87
2-Jun-20,3080.82
1-Jun-20,3055.73
29-May-20,3044.31
28-May-20,3029.73
27-May-20,3036.13
26-May-20,2991.77
22-May-20,2955.45
21-May-20,2948.51
20-May-20,2971.61
19-May-20,2922.94
18-May-20,2953.91
15-May-20,2863.7
14-May-20,2852.5
13-May-20,2820
12-May-20,2870.12
11-May-20,2930.19
8-May-20,2929.8
7-May-20,2881.19
6-May-20,2848.42
5-May-20,2868.44
4-May-20,2842.74
1-May-20,2830.71
30-Apr-20,2912.43
29-Apr-20,2939.51
28-Apr-20,2863.39
27-Apr-20,2878.48
24-Apr-20,2836.74
23-Apr-20,2797.8
22-Apr-20,2799.31
21-Apr-20,2736.56
20-Apr-20,2823.16
17-Apr-20,2874.56
16-Apr-20,2799.55
15-Apr-20,2783.36
14-Apr-20,2846.06
13-Apr-20,2761.63
9-Apr-20,2789.82
8-Apr-20,2749.98
7-Apr-20,2659.41
6-Apr-20,2663.68
3-Apr-20,2488.65
2-Apr-20,2526.9
1-Apr-20,2470.5
31-Mar-20,2584.59
30-Mar-20,2626.65
27-Mar-20,2541.47
26-Mar-20,2630.07
25-Mar-20,2475.56
24-Mar-20,2447.33
23-Mar-20,2237.4
20-Mar-20,2304.92
19-Mar-20,2409.39
18-Mar-20,2398.1
17-Mar-20,2529.19
16-Mar-20,2386.13
13-Mar-20,2711.02
12-Mar-20,2480.64
11-Mar-20,2741.38
10-Mar-20,2882.23
9-Mar-20,2746.56
6-Mar-20,2972.37
5-Mar-20,3023.94
4-Mar-20,3130.12
3-Mar-20,3003.37
2-Mar-20,3090.23
28-Feb-20,2954.22
27-Feb-20,2978.76
26-Feb-20,3116.39
25-Feb-20,3128.21
24-Feb-20,3225.89
21-Feb-20,3337.75
20-Feb-20,3373.23
19-Feb-20,3386.15
18-Feb-20,3370.29
14-Feb-20,3380.16
13-Feb-20,3373.94
12-Feb-20,3379.45
11-Feb-20,3357.75
10-Feb-20,3352.09
7-Feb-20,3327.71
6-Feb-20,3345.78
5-Feb-20,3334.69
4-Feb-20,3297.59
3-Feb-20,3248.92
31-Jan-20,3225.52
30-Jan-20,3283.66
29-Jan-20,3273.4
28-Jan-20,3276.24
27-Jan-20,3243.63
24-Jan-20,3295.47
23-Jan-20,3325.54
22-Jan-20,3321.75
21-Jan-20,3320.79
17-Jan-20,3329.62
16-Jan-20,3316.81
15-Jan-20,3289.29
14-Jan-20,3283.15
13-Jan-20,3288.13
10-Jan-20,3265.35
9-Jan-20,3274.7
8-Jan-20,3253.05
7-Jan-20,3237.18
6-Jan-20,3246.28
3-Jan-20,3234.85
2-Jan-20,3257.85
31-Dec-19,3230.78
30-Dec-19,3221.29
27-Dec-19,3240.02
26-Dec-19,3239.91
24-Dec-19,3223.38
23-Dec-19,3224.01
20-Dec-19,3221.22
19-Dec-19,3205.37
18-Dec-19,3191.14
17-Dec-19,3192.52
16-Dec-19,3191.45
13-Dec-19,3168.8
12-Dec-19,3168.57
11-Dec-19,3141.63
10-Dec-19,3132.52
9-Dec-19,3135.96
6-Dec-19,3145.91
5-Dec-19,3117.43
4-Dec-19,3112.76
3-Dec-19,3093.2
2-Dec-19,3113.87
29-Nov-19,3140.98
27-Nov-19,3153.63
26-Nov-19,3140.52
25-Nov-19,3133.64
22-Nov-19,3110.29
21-Nov-19,3103.54
20-Nov-19,3108.46
19-Nov-19,3120.18
18-Nov-19,3122.03
15-Nov-19,3120.46
14-Nov-19,3096.63
13-Nov-19,3094.04
12-Nov-19,3091.84
11-Nov-19,3087.01
8-Nov-19,3093.08
7-Nov-19,3085.18
6-Nov-19,3076.78
5-Nov-19,3074.62
4-Nov-19,3078.27
1-Nov-19,3066.91
31-Oct-19,3037.56
30-Oct-19,3046.77
29-Oct-19,3036.89
28-Oct-19,3039.42
25-Oct-19,3022.55
24-Oct-19,3010.29
23-Oct-19,3004.52
22-Oct-19,2995.99
21-Oct-19,3006.72
18-Oct-19,2986.2
17-Oct-19,2997.95
16-Oct-19,2989.69
15-Oct-19,2995.68
14-Oct-19,2966.15
11-Oct-19,2970.27
10-Oct-19,2938.13
9-Oct-19,2919.4
8-Oct-19,2893.06
7-Oct-19,2938.79
4-Oct-19,2952.01
3-Oct-19,2910.63
2-Oct-19,2887.61
1-Oct-19,2940.25
30-Sep-19,2976.74
27-Sep-19,2961.79
26-Sep-19,2977.62
25-Sep-19,2984.87
24-Sep-19,2966.6
23-Sep-19,2991.78
20-Sep-19,2992.07
19-Sep-19,3006.79
18-Sep-19,3006.73
17-Sep-19,3005.7
16-Sep-19,2997.96
13-Sep-19,3007.39
12-Sep-19,3009.57
11-Sep-19,3000.93
10-Sep-19,2979.39
9-Sep-19,2978.43
6-Sep-19,2978.71
5-Sep-19,2976
4-Sep-19,2937.78
3-Sep-19,2906.27
30-Aug-19,2926.46
29-Aug-19,2924.58
28-Aug-19,2887.94
27-Aug-19,2869.16
26-Aug-19,2878.38
23-Aug-19,2847.11
22-Aug-19,2922.95
21-Aug-19,2924.43
20-Aug-19,2900.51
19-Aug-19,2923.65
16-Aug-19,2888.68
15-Aug-19,2847.6
14-Aug-19,2840.6
13-Aug-19,2926.32
12-Aug-19,2882.7
9-Aug-19,2918.65
8-Aug-19,2938.09
7-Aug-19,2883.98
6-Aug-19,2881.77
5-Aug-19,2844.74
2-Aug-19,2932.05
1-Aug-19,2953.56
31-Jul-19,2980.38
30-Jul-19,3013.18
29-Jul-19,3020.97
26-Jul-19,3025.86
25-Jul-19,3003.67
24-Jul-19,3019.56
23-Jul-19,3005.47
22-Jul-19,2985.03
19-Jul-19,2976.61
18-Jul-19,2995.11
17-Jul-19,2984.42
16-Jul-19,3004.04
15-Jul-19,3014.3
12-Jul-19,3013.77
11-Jul-19,2999.91
10-Jul-19,2993.07
9-Jul-19,2979.63
8-Jul-19,2975.95
5-Jul-19,2990.41
3-Jul-19,2995.82
2-Jul-19,2973.01
1-Jul-19,2964.33
28-Jun-19,2941.76
27-Jun-19,2924.92
26-Jun-19,2913.78
25-Jun-19,2917.38
24-Jun-19,2945.35
21-Jun-19,2950.46
20-Jun-19,2954.18
19-Jun-19,2926.46
18-Jun-19,2917.75
17-Jun-19,2889.67
14-Jun-19,2886.98
13-Jun-19,2891.64
12-Jun-19,2879.84
11-Jun-19,2885.72
10-Jun-19,2886.73
7-Jun-19,2873.34
6-Jun-19,2843.49
5-Jun-19,2826.15
4-Jun-19,2803.27
3-Jun-19,2744.45
31-May-19,2752.06
30-May-19,2788.86
29-May-19,2783.02
28-May-19,2802.39
24-May-19,2826.06
23-May-19,2822.24
22-May-19,2856.27
21-May-19,2864.36
20-May-19,2840.23
17-May-19,2859.53
16-May-19,2876.32
15-May-19,2850.96
14-May-19,2834.41
13-May-19,2811.87
10-May-19,2881.4
9-May-19,2870.72
8-May-19,2879.42
7-May-19,2884.05
6-May-19,2932.47
3-May-19,2945.64
2-May-19,2917.52
1-May-19,2923.73
30-Apr-19,2945.83
29-Apr-19,2943.03
26-Apr-19,2939.88
25-Apr-19,2926.17
24-Apr-19,2927.25
23-Apr-19,2933.68
22-Apr-19,2907.97
18-Apr-19,2905.03
17-Apr-19,2900.45
16-Apr-19,2907.06
15-Apr-19,2905.58
12-Apr-19,2907.41
11-Apr-19,2888.32
10-Apr-19,2888.21
9-Apr-19,2878.2
8-Apr-19,2895.77
5-Apr-19,2892.74
4-Apr-19,2879.39
3-Apr-19,2873.4
2-Apr-19,2867.24
1-Apr-19,2867.19
29-Mar-19,2834.4
28-Mar-19,2815.44
27-Mar-19,2805.37
26-Mar-19,2818.46
25-Mar-19,2798.36
22-Mar-19,2800.71
21-Mar-19,2854.88
20-Mar-19,2824.23
19-Mar-19,2832.57
18-Mar-19,2832.94
15-Mar-19,2822.48
14-Mar-19,2808.48
13-Mar-19,2810.92
12-Mar-19,2791.52
11-Mar-19,2783.3
8-Mar-19,2743.07
7-Mar-19,2748.93
6-Mar-19,2771.45
5-Mar-19,2789.65
4-Mar-19,2792.81
1-Mar-19,2803.69
28-Feb-19,2784.49
27-Feb-19,2792.38
26-Feb-19,2793.9
25-Feb-19,2796.11
22-Feb-19,2792.67
21-Feb-19,2774.88
20-Feb-19,2784.7
19-Feb-19,2779.76
15-Feb-19,2775.6
14-Feb-19,2745.73
13-Feb-19,2753.03
12-Feb-19,2744.73
11-Feb-19,2709.8
8-Feb-19,2707.88
7-Feb-19,2706.05
6-Feb-19,2731.61
5-Feb-19,2737.7
4-Feb-19,2724.87
1-Feb-19,2706.53
31-Jan-19,2704.1
30-Jan-19,2681.05
29-Jan-19,2640
28-Jan-19,2643.85
25-Jan-19,2664.76
24-Jan-19,2642.33
23-Jan-19,2638.7
22-Jan-19,2632.9
18-Jan-19,2670.71
17-Jan-19,2635.96
16-Jan-19,2616.1
15-Jan-19,2610.3
14-Jan-19,2582.61
11-Jan-19,2596.26
10-Jan-19,2596.64
9-Jan-19,2584.96
8-Jan-19,2574.41
7-Jan-19,2549.69
4-Jan-19,2531.94
3-Jan-19,2447.89
2-Jan-19,2510.03
31-Dec-18,2506.85
28-Dec-18,2485.74
27-Dec-18,2488.83
26-Dec-18,2467.7
24-Dec-18,2351.1
21-Dec-18,2416.62
20-Dec-18,2467.42
19-Dec-18,2506.96
18-Dec-18,2546.16
17-Dec-18,2545.94
14-Dec-18,2599.95
13-Dec-18,2650.54
12-Dec-18,2651.07
11-Dec-18,2636.78
10-Dec-18,2637.72
7-Dec-18,2633.08
6-Dec-18,2695.95
4-Dec-18,2700.06
3-Dec-18,2790.37
30-Nov-18,2760.17
29-Nov-18,2737.8
28-Nov-18,2743.79
27-Nov-18,2682.17
26-Nov-18,2673.45
23-Nov-18,2632.56
21-Nov-18,2649.93
20-Nov-18,2641.89
19-Nov-18,2690.73
16-Nov-18,2736.27
15-Nov-18,2730.2
14-Nov-18,2701.58
13-Nov-18,2722.18
12-Nov-18,2726.22
9-Nov-18,2781.01
8-Nov-18,2806.83
7-Nov-18,2813.89
6-Nov-18,2755.45
5-Nov-18,2738.31
2-Nov-18,2723.06
1-Nov-18,2740.37
31-Oct-18,2711.74
30-Oct-18,2682.63
29-Oct-18,2641.25
26-Oct-18,2658.69
25-Oct-18,2705.57
24-Oct-18,2656.1
23-Oct-18,2740.69
22-Oct-18,2755.88
19-Oct-18,2767.78
18-Oct-18,2768.78
17-Oct-18,2809.21
16-Oct-18,2809.92
15-Oct-18,2750.79
12-Oct-18,2767.13
11-Oct-18,2728.37
10-Oct-18,2785.68
9-Oct-18,2880.34
8-Oct-18,2884.43
5-Oct-18,2885.57
4-Oct-18,2901.61
3-Oct-18,2925.51
2-Oct-18,2923.43
1-Oct-18,2924.59
28-Sep-18,2913.98
27-Sep-18,2914
26-Sep-18,2905.97
25-Sep-18,2915.56
24-Sep-18,2919.37
21-Sep-18,2929.67
20-Sep-18,2930.75
19-Sep-18,2907.95
18-Sep-18,2904.31
17-Sep-18,2888.8
14-Sep-18,2904.98
13-Sep-18,2904.18
12-Sep-18,2888.92
11-Sep-18,2887.89
10-Sep-18,2877.13
7-Sep-18,2871.68
6-Sep-18,2878.05
5-Sep-18,2888.6
4-Sep-18,2896.72
